ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,LABEL
577,1,330.91,414,228,72,68,7,58,173,1
578,2,270.14,405,189,77,127,101,51,61,1
579,2,216.34,325,67,190,115,27,16,87,0
580,2,69.11,104,91,132,17,86,47,129,0
581,1,164.46,206,91,70,42,19,8,65,1
582,3,266.85,534,31,15,321,61,159,226,1
583,2,130.35,196,147,0,42,101,79,133,0
584,3,134.84,270,23,82,7,12,17,51,1
585,2,226.67,340,147,53,71,64,8,56,0
586,1,62.27,78,167,96,83,53,3,100,0
587,1,32.18,40,299,23,120,80,27,57,1
588,3,211.8,424,100,33,90,16,193,277,1
589,2,295.6,443,18,21,9,9,91,354,1
590,1,102.57,128,37,160,6,42,23,131,0
591,1,244.27,305,105,56,41,39,27,27,1
592,3,275.03,550,212,227,85,71,20,94,1
593,3,411.03,822,262,34,3,52,2,253,1
594,3,164.13,328,1,185,142,51,18,105,1
595,2,296.64,445,137,36,57,64,5,203,1
596,1,211.04,264,48,105,35,143,37,134,0
597,3,66.62,133,183,13,94,111,23,285,1
598,1,178.63,223,146,148,39,124,40,212,1
599,1,329.93,412,16,80,106,84,6,107,0
600,1,329.24,412,306,60,149,84,6,104,1
601,2,380.49,571,134,109,39,30,36,51,0
602,1,51,64,24,21,130,33,49,142,0
603,2,399.08,599,17,76,199,27,47,136,1
604,3,162.98,326,155,48,17,10,71,98,0
605,1,195.52,244,116,8,73,93,39,70,0
606,1,122.44,153,163,177,107,9,63,87,1
607,1,188.36,235,175,147,18,67,15,80,0
608,3,364.1,728,93,133,34,19,34,86,0
609,2,191.37,287,285,205,91,45,3,80,1
610,1,315.42,394,186,151,54,8,29,74,1
611,2,206,309,39,259,85,152,54,120,1
612,1,146.89,184,127,28,55,7,26,52,0
613,1,316.1,395,23,7,6,8,14,30,1
614,3,443.45,887,159,164,51,107,14,111,1
615,3,191.09,382,147,80,78,106,28,270,1
616,1,279.51,349,27,66,42,107,5,152,0
617,2,54.3,81,7,127,56,93,21,95,0
618,2,336.25,504,262,8,55,127,1,153,1
619,2,63.33,95,108,328,126,86,63,102,1
620,3,433.84,868,61,31,17,41,19,23,1
621,1,153.11,191,52,157,80,37,1,72,0
622,1,225.57,282,98,45,41,53,22,36,1
623,3,545.02,1090,247,18,136,110,57,141,1
624,1,367.78,460,74,77,32,8,18,86,1
625,2,280.25,420,28,140,25,18,7,388,1
626,1,151.46,189,1,22,23,3,69,74,1
627,2,349.91,525,73,77,118,40,37,54,1
628,3,176.31,353,55,37,37,35,25,106,1
629,2,389.79,585,108,104,63,10,57,57,0
630,2,183.48,275,298,13,31,152,89,126,1
631,2,474.05,711,82,313,68,103,33,110,1
632,3,31.13,62,24,29,50,86,10,510,1
633,1,48.86,61,215,4,3,49,25,206,1
634,3,375.37,751,77,61,56,11,33,57,1
635,1,411.59,514,150,114,63,13,3,56,0
636,1,155.4,194,69,124,55,70,3,78,0
637,1,237.11,296,298,52,61,35,40,120,1
638,1,312.94,391,286,108,43,51,102,119,1
639,3,283.82,568,58,267,69,73,11,128,1
640,1,447.49,559,263,152,18,17,51,105,1
641,3,129.69,259,60,112,19,206,70,139,1
642,2,215.82,324,63,164,9,149,98,123,1
643,2,21.21,32,68,57,113,32,2,230,1
644,1,14.43,18,102,140,4,5,11,137,0
645,1,182.73,228,213,102,99,111,83,101,1
646,3,372.94,746,113,34,24,9,23,92,0
647,3,267.85,536,182,77,35,9,36,60,0
648,2,94.83,142,100,75,35,101,69,122,1
649,1,351.51,439,224,90,21,42,12,113,1
650,2,20.44,31,256,165,27,57,25,76,1
651,2,269.31,404,217,36,109,36,51,53,1
652,3,117.86,236,137,50,12,55,87,265,1
653,2,162.16,243,120,74,13,113,61,121,0
654,1,288.59,361,146,176,60,47,32,41,0
655,2,123.51,185,104,196,10,38,23,131,1
656,3,327.23,654,177,133,63,43,9,77,0
657,3,269.07,538,199,117,63,10,53,60,0
658,1,221.92,277,33,41,143,130,9,457,1
659,3,391.91,784,226,7,80,57,34,98,1
660,1,133.65,167,63,186,102,113,16,126,1
661,2,124.76,187,96,160,16,77,72,81,0
662,3,214.62,429,83,13,2,52,162,190,1
663,1,130.09,163,258,83,76,86,6,97,1
664,1,189.31,237,142,94,129,25,29,83,0
665,1,242.54,303,27,154,61,111,36,113,0
666,2,112.42,169,15,280,69,67,134,144,1
667,3,225.43,451,223,32,160,36,72,83,1
668,3,43.8,88,67,333,153,110,2,148,1
669,1,325.16,406,122,48,17,20,7,81,0
670,2,427.83,642,109,281,87,111,12,109,1
671,1,131.14,164,5,128,26,73,31,136,0
672,1,60.53,76,111,156,10,28,28,273,1
673,2,125.33,188,142,72,78,52,49,109,0
674,1,292.43,366,153,44,58,32,35,77,0
675,1,299.41,374,118,168,11,79,45,81,0
676,1,375.89,470,59,54,20,70,37,55,1
677,3,410.69,821,93,99,166,74,82,92,1
678,3,373.59,747,35,92,129,29,64,153,0
679,2,150.12,225,118,31,51,19,0,76,0
680,3,314.33,629,149,39,143,185,10,183,1
681,2,321.38,482,243,8,39,26,50,136,1
682,3,356.57,713,76,119,104,5,29,169,0
683,2,142.64,214,12,176,56,22,64,69,0
684,1,125.33,157,38,226,50,58,7,123,1
685,2,352.94,529,137,83,82,28,3,66,0
686,2,160.04,240,79,15,55,32,69,149,0
687,1,255.35,319,30,111,42,34,57,125,0
688,2,358.17,537,165,71,17,8,132,213,1
689,1,415.4,519,187,118,35,72,3,87,0
690,1,129.2,162,117,32,83,45,29,93,0
691,2,514.08,771,150,9,46,90,7,97,0
692,3,242.4,485,226,103,42,60,75,100,1
693,1,424.59,531,127,18,34,16,43,57,0
694,2,320.09,480,26,169,99,136,2,174,1
695,1,428.71,536,200,107,92,35,45,127,1
696,3,255.61,511,145,27,60,10,21,32,0
697,2,354.3,531,188,14,82,18,1,96,1
698,1,357.48,447,277,33,31,24,33,208,1
699,3,223.33,447,135,16,123,7,7,214,1
700,1,254.25,318,297,114,191,96,49,66,1
701,1,86.99,109,186,62,19,47,28,264,1
702,1,266.6,333,180,34,73,24,36,52,0
703,2,115.98,174,46,186,81,15,128,150,1
704,2,180.59,271,215,97,31,40,11,108,1
705,2,233.87,351,25,186,53,7,18,110,0
706,3,210.46,421,319,42,10,43,98,197,1
707,3,290.49,581,30,84,58,59,26,38,1
708,1,339.5,424,213,167,64,78,32,52,1
709,1,220.48,276,12,0,55,43,19,63,1
710,1,309.69,387,24,58,56,70,27,60,1
711,3,492.09,984,187,12,66,0,40,197,1
712,1,318.93,399,208,144,29,30,8,83,1
713,2,85.83,129,29,137,47,70,47,69,0
714,3,239.3,479,151,39,22,13,63,111,0
715,1,377.07,471,38,7,9,5,10,19,1
716,3,49.86,100,138,153,94,18,10,193,1
717,2,193.17,290,122,27,106,145,92,114,1
718,2,180.44,271,84,86,79,71,39,40,1
719,1,68.7,86,33,71,27,105,48,322,1
720,3,277.16,554,7,33,283,125,77,81,1
721,1,183.63,230,174,0,20,52,20,236,1
722,3,325.64,651,222,35,64,56,11,114,1
723,3,433.54,867,292,142,57,33,20,62,1
724,2,252.84,379,62,40,14,34,14,28,1
725,1,447.95,560,217,87,131,38,26,314,1
726,1,184.38,230,72,23,38,18,19,22,1
727,1,229.17,286,146,76,212,18,46,211,1
728,1,504.55,631,86,56,212,37,13,202,1
729,3,503.12,1006,141,73,55,40,53,140,0
730,1,103.42,129,176,169,29,34,114,187,1
731,2,118.34,178,155,180,125,15,34,97,1
732,1,425.85,532,323,14,154,110,25,187,1
733,1,304.78,381,109,81,22,3,5,75,0
734,2,287.04,431,16,90,105,7,59,329,1
735,2,372.14,558,113,1,66,55,8,52,0
736,2,461.17,692,328,204,108,0,7,166,1
737,1,275.01,344,42,135,68,69,19,66,0
738,3,202.44,405,125,32,34,5,29,70,0
739,3,179.09,358,236,23,107,73,39,128,1
740,2,182.93,274,153,39,127,44,32,107,0
741,3,18.27,37,138,23,49,4,140,148,0
742,1,400.5,501,290,77,112,112,10,108,1
743,1,241.37,302,78,174,118,108,45,83,1
744,1,302.24,378,134,74,20,12,3,52,0
745,3,315.51,631,153,113,103,53,0,80,0
746,3,198.88,398,137,114,8,45,24,71,0
747,2,365.32,548,301,105,196,86,40,85,1
748,3,81.45,163,15,231,55,95,52,54,1
749,2,91.48,137,212,102,40,69,126,160,1
750,3,17.78,36,143,171,57,36,27,68,0
751,2,15.63,23,175,312,149,6,13,158,1
752,1,257.05,321,325,82,7,86,14,195,1
753,1,54.78,68,3,100,6,73,86,234,1
754,1,366.93,459,49,128,49,32,128,220,1
755,2,116.49,175,70,114,56,72,15,72,1
756,2,427.68,642,164,216,35,79,24,88,1
757,1,101.39,127,259,39,118,15,59,116,1
758,1,419.78,525,205,116,25,43,40,73,0
759,2,301.46,452,138,141,178,68,2,182,1
760,3,372.42,745,303,22,103,57,29,92,1
761,1,94.42,118,210,127,30,25,23,87,1
762,3,107.55,215,259,140,98,25,23,61,1
763,3,372.7,745,88,27,66,45,30,143,0
764,1,239.2,299,30,38,14,84,8,225,1
765,3,139.43,279,140,24,164,42,110,126,1
766,3,503.76,1008,131,38,196,38,84,222,1
767,2,62.08,93,206,181,63,8,70,78,1
768,2,45.39,68,119,154,31,96,10,92,0
769,3,122.97,246,16,3,84,36,16,37,1
770,3,297.95,596,143,191,34,78,41,119,1
771,2,294,441,356,52,40,107,14,244,1
772,2,201.22,302,150,8,55,80,60,149,0
773,1,245.77,307,108,327,144,20,81,133,1
774,1,486.35,608,78,194,129,71,6,128,1
775,3,58.93,118,31,232,7,149,24,266,1
776,1,155.99,195,177,43,5,0,40,134,1
777,3,75.32,151,7,47,142,13,73,117,0
778,2,397.2,596,20,189,9,99,84,101,0
779,2,301.62,452,92,281,139,15,64,118,1
780,3,291.61,583,99,301,78,48,24,159,1
781,2,306.34,460,190,99,41,10,23,139,1
782,3,136.97,274,11,54,224,42,129,146,1
783,1,89.28,112,134,10,32,50,33,36,0
784,3,7.84,16,181,95,0,18,102,210,1
785,3,95.36,191,331,176,27,17,6,152,1
786,3,24.12,48,273,150,86,4,43,50,1
787,1,289.13,361,235,11,79,88,37,52,1
788,2,114.5,172,127,27,44,26,32,39,0
789,3,323.29,647,15,196,246,93,63,96,1
790,3,282.17,564,113,134,53,7,21,71,0
791,2,350.59,526,68,25,222,127,69,95,1
792,2,406.59,610,75,47,7,27,2,34,1
793,3,226.8,454,35,133,110,41,77,210,1
794,1,187.77,235,117,15,99,26,43,99,0
795,1,249.21,312,118,74,141,66,16,87,0
796,3,325.44,651,3,121,141,85,6,250,1
797,2,261.33,392,28,251,127,47,12,141,1
798,3,233.08,466,179,110,52,21,8,29,0
799,3,302.97,606,147,25,68,72,3,291,1
800,2,285.34,428,26,172,56,166,41,145,1
801,3,359.31,719,25,13,38,159,90,177,1
802,2,160.12,240,107,95,78,11,28,80,0
803,2,243.22,365,18,96,4,69,27,81,0
804,2,147.07,221,27,122,10,10,36,90,0
805,2,390.02,585,0,36,8,104,27,224,1
806,2,414.83,622,323,102,179,92,22,95,1
807,1,224.61,281,158,117,75,31,24,97,0
808,3,52.37,105,61,197,120,73,8,147,1
809,1,74.44,93,0,243,2,16,154,191,1
810,2,343.38,515,76,184,34,50,4,154,1
811,1,105.4,132,168,117,41,151,140,196,1
812,3,253.25,507,60,128,116,96,12,90,0
813,2,446.81,670,187,9,152,30,42,186,1
814,2,391.39,587,342,146,108,55,3,55,1
815,2,337.6,506,196,175,35,57,65,78,1
816,2,308.82,463,113,84,27,8,10,53,0
817,3,9.57,19,20,42,75,72,33,53,1
818,3,322.88,646,47,205,9,77,113,155,1
819,1,259.07,324,181,3,158,113,12,139,1
820,3,159.96,320,34,212,133,33,76,118,1
821,1,364.1,455,87,45,34,9,42,78,1
822,2,248.72,373,114,40,103,43,14,85,0
823,2,169.07,254,250,161,68,5,24,98,1
824,1,260.18,325,159,127,150,55,19,96,1
825,3,258.32,517,42,109,78,34,37,99,1
826,2,70.85,106,150,105,42,40,21,41,0
827,3,143.53,287,136,72,175,43,14,166,1
828,1,143.67,180,83,113,38,122,61,85,1
829,1,305.82,382,108,37,93,22,115,231,1
830,1,368.41,461,72,61,7,70,15,70,1
831,1,322.07,403,39,103,15,117,55,70,0
832,2,323.13,485,164,95,2,4,11,226,1
833,1,187.61,235,161,65,210,13,20,344,1
834,1,175.1,219,123,27,84,92,62,114,0
835,3,115.19,230,84,102,51,16,16,26,0
836,1,393.78,492,208,46,81,45,9,113,1
837,3,160,320,266,49,97,58,46,90,1
838,3,196.61,393,252,102,58,66,31,97,1
839,3,548.8,1098,138,82,39,112,148,190,1
840,2,425.21,638,31,151,21,197,50,156,1
841,2,10.94,16,111,4,47,65,11,264,1
842,1,473.17,591,34,112,157,36,19,144,0
843,2,140.73,211,67,80,99,24,57,175,0
844,3,277,554,159,2,216,21,75,133,1
845,1,109.8,137,215,66,10,19,42,150,1
846,1,119.19,149,301,99,107,99,7,96,1
847,1,193.86,242,275,6,62,56,54,153,1
848,3,67.97,136,114,58,119,6,145,164,1
849,1,361.44,452,174,112,36,29,70,81,0
850,2,396.3,594,80,36,5,30,103,145,0
851,3,19.91,40,172,236,150,26,9,116,1
852,1,347.68,435,115,335,11,40,92,220,1
853,2,384.2,576,47,99,5,52,28,64,1
854,1,281.47,352,20,36,22,17,88,112,0
855,3,59.6,119,48,175,41,8,32,95,0
856,1,126.62,158,16,96,53,25,22,83,1
857,2,171.95,258,221,60,40,29,33,119,1
858,1,463.15,579,45,133,98,6,8,109,0
859,1,221.88,277,21,66,182,127,57,256,1
860,1,227.85,285,126,167,188,122,14,196,1
861,2,358.02,537,145,248,9,128,65,218,1
862,3,387.17,774,14,59,37,66,59,60,1
863,1,74.25,93,194,16,64,10,12,103,1
864,1,211.27,264,331,35,50,47,38,208,1
865,2,377.56,566,130,107,42,114,34,179,1
866,2,140.05,210,252,61,76,0,75,142,1
867,3,319.21,638,244,159,23,85,24,71,1
868,2,404.02,606,150,170,33,73,10,66,0
869,2,309.85,465,127,195,83,53,5,143,1
870,1,237.08,296,74,86,16,21,21,77,1
871,1,115.75,145,27,87,69,48,15,49,1
872,3,211.67,423,276,79,12,30,27,389,1
873,1,119.07,149,131,155,99,66,34,121,1
874,3,141.69,283,203,16,45,4,14,220,1
875,3,279.79,560,118,2,78,33,10,54,0
876,2,226.51,340,79,64,31,23,100,102,1
877,3,284.55,569,288,138,5,54,39,82,1
878,1,155.86,195,191,51,220,104,3,140,1
879,2,346.12,519,33,125,65,33,13,26,0
880,2,466.36,700,181,10,65,28,27,88,0
881,2,457.04,686,228,8,103,0,22,141,1
882,1,293.83,367,268,75,35,48,8,172,1
883,2,244.59,367,8,51,98,33,5,100,0
884,2,148.42,223,318,177,14,15,33,152,1
885,3,81.23,162,19,22,167,66,36,89,0
886,2,242.49,364,10,68,179,115,103,131,1
887,2,180.92,271,51,118,99,55,4,72,0
888,3,362.73,725,74,100,92,138,65,137,1
889,1,235.92,295,233,59,101,106,5,102,1
890,1,135.51,169,156,121,39,86,3,201,1
891,1,462.7,578,64,218,35,17,114,158,1
892,2,382.02,573,150,2,111,73,38,128,0
893,1,205.39,257,65,39,67,128,74,440,1
894,3,104.81,210,191,83,45,27,14,39,0
895,3,241.37,483,143,55,188,16,102,102,1
896,3,425.95,852,12,74,107,98,15,93,0
897,2,511.87,768,107,59,57,31,0,41,0
898,2,422.29,633,42,40,95,33,11,74,1
899,3,56.17,112,145,69,57,28,6,94,0
900,1,288.12,360,126,5,69,55,38,106,0
901,1,353.2,442,102,68,1,19,4,101,0
902,1,60.13,75,42,209,124,48,74,109,1
903,2,255.1,383,77,25,16,24,46,107,0
904,2,322.14,483,85,44,38,18,16,94,1
905,1,296.72,371,155,89,7,112,7,132,0
906,3,425.14,850,58,75,52,145,65,211,1
907,2,243.14,365,49,215,46,92,24,76,0
908,2,382.74,574,245,167,9,24,12,149,1
909,3,66.37,133,82,39,32,12,5,22,1
910,1,287.98,360,60,110,22,41,13,49,1
911,3,297.84,596,99,187,0,17,96,103,0
912,1,344.15,430,279,91,24,16,97,99,1
913,1,101.21,127,20,78,23,17,5,49,1
914,1,401.12,501,348,19,123,22,56,141,1
915,1,361.41,452,28,260,16,88,28,186,1
916,1,351.48,439,41,166,125,84,15,175,1
917,2,36.75,55,49,33,13,97,28,75,1
918,1,204.16,255,172,7,80,38,36,169,1
919,1,67.27,84,78,8,38,99,98,181,0
920,1,108.42,136,109,133,88,103,65,108,1
921,3,446.36,893,1,5,95,113,83,102,0
922,1,376.55,471,118,37,44,21,16,59,0
923,3,337.12,674,17,112,21,88,16,145,0
924,2,376.91,565,126,48,128,43,126,135,1
925,3,323.94,648,186,79,61,17,53,106,0
926,2,221.2,332,90,27,8,33,5,29,1
927,3,157.09,314,141,175,64,27,42,53,0
928,3,101.83,204,43,145,125,88,0,101,0
929,1,29.77,37,210,144,17,59,27,45,1
930,2,315.36,473,9,83,131,35,71,173,0
931,2,396.99,595,203,61,36,84,22,96,0
932,3,161.02,322,154,29,26,36,55,99,0
933,3,55.3,111,41,61,137,68,23,172,0
934,2,270.22,405,98,26,96,52,35,92,1
935,2,389.47,584,190,130,73,19,32,58,0
936,1,203.89,255,144,64,76,76,22,120,0
937,2,117.89,177,392,117,42,55,52,155,1
938,2,49.47,74,195,43,98,114,37,222,1
939,2,184.81,277,7,205,68,0,89,133,1
940,1,33.16,41,186,42,19,2,31,222,1
941,1,234.08,293,119,120,12,0,71,180,0
942,2,28,42,30,132,68,46,67,159,0
943,3,138.85,278,35,53,91,29,17,70,1
944,1,92.36,115,375,118,32,140,48,100,1
945,1,184.86,231,222,139,22,34,32,53,1
946,1,395.76,495,252,223,63,56,5,214,1
947,2,358.67,538,2,98,3,50,25,117,0
948,1,243.58,304,55,35,159,26,78,149,0
949,2,245.72,369,70,54,164,25,28,265,1
950,1,100.24,125,106,51,113,3,107,122,0
951,1,341.85,427,188,18,11,127,29,129,1
952,1,339.38,424,49,267,16,9,112,153,1
953,2,93.4,140,20,212,30,111,35,94,1
954,3,71.07,142,63,48,21,252,32,293,1
955,2,429.23,644,124,55,43,18,2,157,0
956,1,105.34,132,345,150,190,2,71,158,1
957,3,172.41,345,116,66,74,68,129,153,1
958,1,441.11,551,54,194,116,46,78,118,1
959,1,300.61,376,194,182,108,5,14,103,1
960,1,65.64,82,59,39,288,34,52,237,1
961,3,204.38,409,85,83,34,89,131,184,1
962,3,79.61,159,105,93,23,30,2,42,0
963,1,79.13,99,68,36,68,52,2,69,1
964,1,326.16,408,219,167,64,45,3,108,1
965,2,284.41,427,40,201,79,88,6,88,0
966,1,396.47,496,310,57,11,91,5,235,1
967,3,487.32,975,83,196,92,65,0,66,0
968,2,127.15,191,69,39,1,11,18,54,1
969,2,228.01,342,155,141,140,63,32,75,1
970,3,57.46,115,159,16,89,4,48,83,0
971,3,360.17,720,270,148,18,3,67,100,1
972,1,220.39,275,57,116,13,86,115,115,0
973,1,214.32,268,7,0,26,234,67,168,1
974,3,412.16,824,69,158,8,102,88,181,1
975,3,345.82,692,39,23,30,9,2,89,1
976,3,250.04,500,14,119,9,46,48,59,0
977,3,125.73,251,11,85,189,100,16,101,0
978,2,252.98,379,317,141,76,52,49,74,1
979,3,151.79,304,167,85,113,42,7,88,0
980,1,336.81,421,98,95,78,67,32,132,1
981,3,346.4,693,277,126,21,63,25,94,1
982,2,335.44,503,137,7,110,33,45,67,0
983,2,11.59,17,162,103,2,16,37,79,0
984,1,127.66,160,259,146,31,52,53,65,1
985,2,317.95,477,99,133,46,25,37,59,0
986,2,192.61,289,78,94,45,25,16,37,1
987,1,357.76,447,302,1,12,155,160,183,1
988,3,275.4,551,189,109,67,42,21,74,0
989,1,223.35,279,130,124,16,165,24,147,1
990,2,316.18,474,209,109,40,28,93,127,1
991,2,215.05,323,44,239,104,99,8,112,1
992,1,162.87,204,130,186,13,96,3,178,1
993,3,307.01,614,90,109,61,3,60,76,0
994,1,404.83,506,145,114,65,12,9,54,0
995,3,412.76,826,83,85,94,220,42,185,1
996,3,183.38,367,31,121,164,9,11,166,1
997,3,123.05,246,90,31,13,130,21,114,0
998,1,304.82,381,126,37,16,21,95,104,0
999,3,179.16,358,272,144,93,25,36,36,1
1000,3,64.05,128,29,77,46,86,69,92,1
1001,1,299.42,374,31,207,18,93,122,238,1
1002,3,221.18,442,66,104,129,149,74,84,1
1003,3,63.84,128,257,140,75,98,47,92,1
1004,1,207.3,259,176,169,81,21,57,102,1
1005,1,230.88,289,199,37,184,56,62,68,1
1006,1,100.68,126,128,196,46,15,45,176,1
1007,1,187.75,235,231,79,76,27,4,85,1
1008,1,234.13,293,186,53,32,27,56,148,0
1009,2,207.37,311,175,16,141,107,132,242,1
1010,2,427.09,641,111,193,28,7,50,113,0
1011,2,280.66,421,105,87,74,23,42,68,1
1012,3,299.77,600,151,176,44,53,88,94,1
1013,3,282.38,565,2,95,26,26,7,36,1
1014,2,309.46,464,34,64,106,153,47,305,1
1015,1,105.23,132,126,170,3,24,69,214,1
1016,3,437.74,875,62,50,110,16,14,250,1
1017,1,399.4,499,299,122,20,47,44,74,1
1018,3,234.24,468,163,115,79,45,24,76,0
1019,1,255,319,147,84,63,13,16,76,0
1020,1,169.31,212,7,122,15,49,43,59,0
1021,3,392.26,785,142,21,127,14,46,359,1
1022,1,297.88,372,230,125,84,63,14,90,1
1023,1,21.84,27,141,268,113,102,77,112,1
1024,1,42.37,53,63,79,100,107,14,139,0
1025,2,211.41,317,297,158,83,1,23,147,1
1026,3,170.94,342,216,162,85,12,29,102,1
1027,2,78.95,118,186,78,50,104,75,113,1
1028,1,154.26,193,58,110,24,26,15,62,0
1029,3,241.7,483,121,90,17,41,6,124,0
1030,1,186.75,233,300,142,51,26,0,87,1
1031,1,270.53,338,38,56,22,32,5,39,1
1032,1,319.92,400,297,56,27,51,55,120,1
1033,1,168.82,211,99,40,163,62,5,133,0
1034,1,236.91,296,235,109,5,42,49,62,1
1035,2,380.12,570,99,93,13,30,20,40,0
1036,2,420.86,631,312,87,145,2,43,120,1
1037,1,101.77,127,77,256,125,17,39,92,1
1038,3,320.07,640,167,103,118,64,75,79,1
1039,3,182.57,365,186,104,17,31,11,50,0
1040,2,164.26,246,289,145,48,39,12,73,1
1041,2,131.12,197,224,71,38,82,59,132,1
1042,1,75.97,95,208,110,34,37,19,94,1
1043,2,7.64,11,52,123,161,2,2,162,1
1044,1,397.03,496,261,172,58,141,26,155,1
1045,3,424.46,849,104,146,26,36,2,85,0
1046,3,228.66,457,81,22,142,0,49,105,0
1047,2,40.33,60,76,30,73,11,1,104,0
1048,1,104.29,130,105,23,38,48,21,60,1
1049,1,192.98,241,164,99,39,19,4,74,0
1050,2,257.71,387,221,133,59,13,21,55,1
1051,2,216.1,324,57,22,7,185,9,326,1
1052,1,278.66,348,96,24,128,75,4,72,0
1053,1,206.89,259,47,56,41,73,31,47,1
1054,3,357.75,716,33,136,138,60,30,105,0
1055,3,223.14,446,145,31,55,18,14,32,0
1056,2,200.3,300,145,17,37,20,36,40,0
1057,2,223.34,335,137,159,2,27,6,171,1
1058,3,468.88,938,16,271,153,82,33,51,1
1059,3,384.4,769,29,79,124,89,62,326,1
1060,1,268.71,336,22,207,7,0,121,145,1
1061,1,243.72,305,101,70,106,25,91,213,1
1062,3,284.77,570,126,77,4,23,62,107,0
1063,3,215.83,432,272,146,19,7,18,144,1
1064,2,26.08,39,38,120,87,16,62,76,0
1065,2,136.52,205,50,102,29,7,5,102,0
1066,1,347.19,434,73,100,43,11,25,43,1
1067,3,160.59,321,138,95,96,93,68,116,1
1068,3,372.15,744,108,129,22,20,7,113,0
1069,2,94.98,142,252,85,21,82,33,133,1
1070,2,397.85,597,46,44,30,58,44,73,1
1071,1,48.24,60,318,184,18,35,33,121,1
1072,3,294.25,589,177,78,55,70,23,99,0
1073,1,457.13,571,141,116,71,10,13,48,0
1074,1,434.08,543,330,90,89,62,43,95,1
1075,1,176.04,220,43,69,33,49,32,69,1
1076,1,97.5,122,105,91,60,61,15,67,1
1077,3,58.26,117,114,82,120,17,65,104,0
1078,3,51.64,103,178,146,51,32,20,75,0
1079,3,190.8,382,254,171,51,110,47,76,1
1080,1,269.21,337,65,8,122,144,47,220,1
1081,3,70.7,141,284,88,95,57,7,75,1
1082,1,158.54,198,246,1,217,16,86,143,1
1083,3,186.88,374,191,68,6,67,50,120,0
1084,3,375.72,751,111,71,129,11,34,146,0
1085,2,248.62,373,220,55,67,53,19,88,1
1086,3,256.22,512,123,203,21,56,42,161,1
1087,1,186.31,233,50,204,4,102,2,140,1
1088,3,91.3,183,18,18,66,55,29,213,1
1089,3,318.84,638,113,190,39,38,59,63,0
1090,3,147.38,295,223,41,12,33,18,175,1
1091,2,205.63,308,30,15,76,213,7,265,1
1092,3,186.24,372,4,107,114,37,68,69,0
1093,2,37.23,56,69,229,139,17,36,116,1
1094,3,62.39,125,174,253,2,87,41,152,1
1095,2,376.21,564,145,36,42,2,20,50,0
1096,1,233.17,291,26,211,59,18,15,173,1
1097,3,17.63,35,49,2,88,101,1,158,0
1098,1,300.41,376,72,76,11,19,19,98,0
1099,2,347.4,521,129,168,18,48,41,98,0
1100,3,107.95,216,180,222,63,122,55,67,1
1101,3,152.81,306,80,149,112,76,30,159,1
1102,2,81.41,122,3,152,18,142,68,119,0
1103,1,455.01,569,120,115,65,76,16,110,0
1104,3,23.52,47,221,116,80,15,21,49,1
1105,1,170.02,213,36,19,89,172,44,142,0
1106,2,425.98,639,120,159,69,64,69,125,1
1107,3,263.74,527,211,30,126,31,2,206,1
1108,2,256.01,384,248,38,93,20,28,75,1
1109,3,96.6,193,136,105,11,7,64,76,0
1110,1,111.47,139,59,65,71,28,6,66,1
1111,3,383.8,768,64,85,54,2,41,49,1
1112,2,349.9,525,42,13,96,55,41,48,1
1113,2,308.09,462,33,184,96,24,121,148,1
1114,2,329.03,494,56,178,1,19,28,324,1
1115,2,218.73,328,23,235,47,53,62,82,1
1116,2,201.03,302,50,93,126,46,33,51,0
1117,1,178.48,223,133,212,111,55,34,61,1
1118,3,460.76,922,12,14,37,57,28,44,1
1119,1,112.76,141,251,24,37,122,21,254,1
1120,1,190.49,238,263,35,88,91,53,76,1
1121,1,104.83,131,50,0,52,191,40,169,1
1122,3,100.41,201,186,38,21,10,67,284,1
1123,2,175.15,263,3,85,147,59,45,267,1
1124,2,144.84,217,192,61,30,52,0,64,0
1125,2,413.84,621,204,75,85,26,91,228,1
1126,2,232.6,349,90,141,2,27,81,161,0
1127,1,242.25,303,270,168,10,18,67,73,1
1128,2,98.62,148,164,53,23,73,30,56,0
1129,2,208.96,313,26,141,71,86,42,136,0
1130,2,266.61,400,70,47,7,16,90,169,0
1131,3,178.8,358,4,51,162,50,20,112,0
1132,1,342.02,428,176,2,123,16,13,172,1
1133,1,136.87,171,3,1,96,63,73,370,1
1134,1,93.25,117,87,176,121,42,64,116,1
1135,1,115.93,145,244,26,113,44,22,53,1
1136,1,193.75,242,170,126,116,67,78,152,1
1137,3,97.47,195,76,166,128,11,27,94,0
1138,3,503.32,1007,103,141,35,48,25,47,0
1139,1,175.62,220,127,46,168,19,106,140,1
1140,1,212.19,265,219,79,63,17,33,91,1
1141,1,71.75,90,91,164,61,83,18,85,0
1142,2,281.12,422,37,68,41,105,24,227,1
1143,3,375.84,752,43,35,34,17,17,46,1
1144,3,103.87,208,249,155,20,78,12,92,1
1145,1,123.35,154,63,45,7,10,8,59,1
1146,1,106.67,133,92,54,64,80,5,104,0
