ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,AVG_CALL_COUNT,AVG_CALL_DUR,AVG_ACCT_BAL_BEFORE_CALL,AVG_RECHARGE_AMT,AVG_ACCT_BAL_BEFORE_RECHARGE,LABEL
421,3,220.85,442,2.3,118.74,313.61,204.34,10.22,1
422,3,297.32,595,22.69,18.15,198.92,3203.51,38.92,1
423,2,203.03,305,11.64,172.97,233.28,1557.58,62.39,0
424,1,290.91,364,8.47,70.32,234.15,1090.11,70.08,0
425,3,543.05,1086,9.46,6.68,335.85,563.16,11.17,1
426,3,166.46,333,24.93,79.49,251.74,2782.67,0.79,1
427,1,33.95,42,22.17,95.42,89.76,1181.18,34.22,0
428,3,67.18,134,22.06,195.1,24.75,661.04,54.28,1
429,1,96.18,120,14.41,251.19,348.03,1355.53,21.12,1
430,1,223.9,280,30.34,138.54,204.31,2334.31,62.21,1
431,3,460.85,922,18.99,47.86,5.97,1791.51,66.91,0
432,1,151.16,189,17.18,22.31,319,1507.13,65.13,1
433,3,176.07,352,8.06,121.44,138.33,1278.87,42.39,0
434,1,207.65,260,5.02,15.56,20.18,2807.37,63.19,0
435,2,138.3,207,12.7,193.41,331.5,2877.91,64.23,1
436,2,7.95,12,2.23,175.99,184.13,881.19,19.69,1
437,1,325.47,407,25.88,134.48,193.02,3549.46,60.62,1
438,3,486.84,974,22.67,35.99,289.22,1901.37,32.83,1
439,2,111.49,167,38.25,161.98,327.2,1121.54,52.25,1
440,1,102.47,128,6.86,186.84,121.06,3375,32.3,1
441,3,180,360,4.32,42.48,307.29,1081.68,22.04,0
442,3,325.03,650,18.31,287.87,170.65,1460.17,0.37,0
443,1,207.69,260,10.24,188.01,67.73,3564.25,25.77,1
444,2,115.34,173,21.22,204.18,96.95,1196.71,30.73,1
445,1,417.41,522,34.7,137.63,266.76,2097.97,7.05,1
446,3,77.53,155,2.24,173.96,179.15,2160.63,49.64,1
447,2,197.31,296,21.32,242,340.42,2298.46,55.08,1
448,2,412.36,619,7.38,59.71,34.24,2774.65,10.91,0
449,1,240.34,300,27.51,210.36,323.27,553.37,22.38,1
450,3,260.09,520,26.87,88.03,298.92,1222.05,40.68,1
451,1,226.14,283,12.87,4.24,219.75,3455.17,56.59,1
452,1,107.04,134,10.83,130,300.73,2050.2,68.73,1
453,1,275.28,344,8.78,21.61,259.41,2648.44,47.84,1
454,2,161.18,242,14.88,193.18,299.01,1042.88,17.06,1
455,1,402.89,504,14.92,71.99,72.04,1522.24,17.08,0
456,1,41.92,52,3.33,30.35,298.06,2211.41,60.18,1
457,2,124.92,187,13.97,160.81,317.52,1448.29,61.47,0
458,1,304,380,10.81,325.6,255.76,2084.13,28.82,1
459,1,451.2,564,21.06,35.82,36.32,1728.05,50.28,0
460,2,447.08,671,18.39,64.86,162.58,2261.88,10.71,1
461,3,286.75,574,9.33,22.27,64.1,736.41,38.49,0
462,2,378.07,567,37.05,105.11,327.02,2607.28,45.48,1
463,2,195.31,293,12.64,186.51,78.97,731.1,22.75,1
464,2,141.09,212,5.21,33.67,291.27,1304.1,44.4,0
465,3,364.79,730,6.72,95.78,14.72,1254.73,63.64,0
466,2,301.47,452,12.22,34.03,187.13,2962.85,3.8,0
467,1,68.53,86,32.71,60.48,81.65,1086.33,12.23,1
468,1,360.97,451,8.97,145.58,273.8,3494.3,66.57,1
469,3,331.46,663,4.86,198.23,292.98,2814.61,17.8,1
470,3,148.93,298,4.24,103.25,212.01,670.78,58.93,0
471,1,25.62,32,9.16,73.45,58.02,1139.77,60.35,0
472,1,138.41,173,13.05,106.67,164.02,436.34,33.51,0
473,1,375.95,470,21.56,53.47,100.45,2232.16,34.81,0
474,3,321.34,643,18.32,68.79,349.96,1491.8,29.38,1
475,3,183.27,367,26.85,17.18,287.56,2154.25,0.6,1
476,1,186.35,233,12.44,62.64,298.5,2602,55.29,1
477,2,22.29,33,22.93,71.42,74.55,3222.13,6.61,1
478,3,365.33,731,25.66,102.27,312.6,3233.75,25.55,1
479,2,102.57,154,31.32,184.44,335.64,460.32,44.42,1
480,3,374.71,749,19.27,87.82,241.05,1311.23,37.54,1
481,2,60.1,90,4.69,85.93,78.07,2582.27,4.45,1
482,3,380.49,761,13.45,271.72,177.97,1131.98,31.67,1
483,1,305.55,382,22.23,158.28,125.32,981.1,63.52,0
484,2,162.98,244,8.81,104.68,347.48,2695.08,52.4,1
485,3,211.78,424,21.85,139.79,304.99,984.09,37.37,1
486,3,245.09,490,4.77,78.32,356.72,2900.21,45.58,0
487,1,195.52,244,7.45,18.53,137.33,2984.08,7.28,1
488,2,143.96,216,20.56,39.72,140.01,124.46,18.6,0
489,2,345.67,519,13.85,26.67,137.47,1397.85,49.35,0
490,2,297.87,447,2,193.07,330.36,3034.87,3.24,1
491,2,283.26,425,22.97,53.53,162.63,2892.36,70.09,0
492,3,210.63,421,5.25,67.74,363.8,2066.53,15.68,1
493,2,337.71,507,3.14,41.32,146.71,1510.28,3.08,0
494,2,186.36,280,4.03,26.84,113.58,2415.35,10.88,0
495,1,140.8,176,14.61,67.6,213.66,613.73,25.41,0
496,3,216.74,433,7.01,183.65,280.69,1568.54,46.9,1
497,2,426.93,640,10.98,23.04,86.33,3375.08,70.9,0
498,2,364.1,546,32.76,181.22,236.72,2914.08,48.1,1
499,2,128.4,193,9.45,18.24,173.73,1855.43,56.29,0
500,1,279.51,349,7.97,36.76,329.01,2584.22,32.07,1
501,1,188.14,235,23.21,68.82,92.03,1822.13,58.46,0
502,2,385.06,578,21.65,89.9,200.21,3394.76,28.64,1
503,3,329.34,659,23.48,160.87,48.78,1961.99,65.39,1
504,3,100.77,202,12.82,87.38,154.86,3000.18,22.26,0
505,3,227.07,454,5.41,97.32,212.65,297.49,54.58,0
506,1,256.87,321,7.4,237.75,45,1021.44,9.59,1
507,3,54.3,109,16.75,20.68,323.34,1156.68,16.15,1
508,2,212.05,318,22.22,138.66,214.48,1416.57,54.97,0
509,1,153.11,191,7.97,258.92,211.6,3425.51,24.63,1
510,2,75.22,113,5.45,90.63,60.1,718.09,19.47,1
511,1,107.8,135,12.32,249.19,124.19,1993.63,49.02,1
512,3,411.59,823,19.4,18.27,275.13,3210.34,62.52,1
513,3,126.86,254,13.51,53.54,117.25,1291.13,10.34,1
514,1,372.94,466,20.29,48.81,332.43,1278.55,69.02,1
515,2,362.87,544,5.09,6.77,298.51,3048.37,21.91,1
516,1,202.59,253,12.9,310.39,335.35,514.3,64.14,1
517,2,221.77,333,4.57,32.13,206.1,3596.11,56.13,0
518,3,288.96,578,28.68,29.27,157.25,1809.19,55.81,1
519,3,61.95,124,15.2,403.41,98.87,861.08,20.26,1
520,2,188.01,282,8.02,140.33,221.53,536.86,20.4,0
521,3,267.85,536,22.05,296.07,93.14,2883.96,2.01,1
522,2,85.59,128,3,147.87,235.89,868.79,15.39,0
523,3,288.59,577,3.58,228.64,362.32,1213.5,17.93,1
524,2,344.13,516,12.57,108.23,301.77,2507.74,38.06,1
525,1,117.63,147,12.06,113.62,211.66,2949.04,2.76,0
526,3,53.79,108,9.12,114.05,177.96,631.36,43.77,0
527,3,137.09,274,27.1,103.93,281.07,904.74,23.94,1
528,1,85.69,107,13.69,143.31,310.11,205.02,32.71,1
529,2,242.54,364,20.12,103.1,295.47,2324.88,37.28,1
530,1,158.77,198,3.42,6.74,210.69,1958.92,27.61,0
531,2,279.71,420,19.63,131.64,80.93,2659.89,35.58,0
532,2,51.76,78,6.38,16.52,9.34,1861.1,32.96,0
533,3,114.83,230,14.68,49.89,215.31,3009.34,39.17,0
534,2,177.09,266,6.13,34.63,55.54,1213.69,45.96,1
535,2,551.19,827,3.41,88.07,114.82,3085.69,66.43,0
536,3,269.95,540,14.31,146.91,34.01,1380.72,53.28,0
537,3,360.01,720,7.92,41.52,301.4,1848.47,35.91,0
538,2,455.57,683,11.17,376.52,264.21,318.28,27.94,1
539,2,176.31,264,12.03,129.96,55.2,3159.07,58.28,0
540,2,123.53,185,29.27,88.65,263.02,3079.41,43.29,0
541,3,325.16,650,14.84,42.73,301.84,1468.77,30.82,1
542,2,402.74,604,7.72,27.09,91.33,2240.15,45.44,0
543,2,405.39,608,7.73,82.83,126.38,3014.55,9.34,0
544,1,145.28,182,13.86,40.62,80.29,1505.18,56.51,0
545,1,292.43,366,11.43,145.9,297.13,2694.62,28.49,1
546,1,299.41,374,21.15,236.23,273.39,1393.41,12.98,1
547,2,368.52,553,5.72,272.52,131.73,2838.5,43.38,1
548,2,216.64,325,35.07,51.22,325.35,3100.96,43.73,1
549,3,400.01,800,32.31,63.35,246.72,2912.9,42.89,1
550,3,434.87,870,3.95,80.1,345.19,3290.99,41.83,1
551,2,258.65,388,15.63,78.08,192.37,2642.48,13.44,0
552,1,32.64,41,6.48,42.78,288.17,175.12,68.48,1
553,2,457.34,686,7.65,82.02,219.52,2725.13,3.89,0
554,1,308.26,385,8.19,102.65,120.15,199.32,22.06,0
555,3,136.75,274,9.84,45.76,12.72,2579.19,66.69,0
556,1,16.99,21,9.81,17.43,120.69,1370.38,66.34,0
557,1,379.99,475,21.81,27.04,28.13,3006.66,7.31,0
558,2,390.15,585,19.84,71.59,68.77,1433.65,52.76,0
559,1,203.61,255,10.74,13.41,47.44,630.22,20.32,0
560,3,403.48,807,24.19,123.74,61.85,1241.13,38.57,0
561,2,246.09,369,19.48,150.11,327.95,2403.07,55.71,1
562,2,142.64,214,6.77,34.15,323.43,805.66,26.72,1
563,3,167.19,334,20.2,78.5,132.53,1304.11,23.53,0
564,1,352.94,441,8.35,13.76,80.12,2978.13,11.21,1
565,1,214.42,268,28.08,157.78,78.02,1030.94,53.9,1
566,1,325.81,407,5.15,135.83,79.08,3337.75,20.36,0
567,3,213.94,428,7.42,147.3,331.16,366.04,27.28,1
568,1,315.61,395,16.33,322.9,247.01,1518.91,2.1,1
569,2,378.04,567,16.43,23.9,233.18,3242.65,31.41,0
570,2,84.12,126,19.21,127.41,85.79,191.8,10.27,0
571,1,514.08,643,15.94,149.25,130.67,2700.92,63.48,1
572,2,255.09,383,7.35,120.38,118.07,2089.63,49.67,0
573,1,54.9,69,8.86,59.39,274.56,3184.31,66.64,1
574,3,139.53,279,19.18,114.23,62.95,1060.89,57.2,0
575,2,108.23,162,15.31,339.59,219.55,1689.68,42.88,1
576,2,424.59,637,10.19,190.9,37.15,986.06,70.59,1
577,1,330.91,414,9.39,184.77,151.71,3224.26,3.24,1
578,2,255.61,383,28.34,67.26,153.35,468.24,20.39,1
579,2,216.34,325,11.39,89.17,17.99,2309.13,63.72,0
580,2,69.11,104,15.88,27.95,46.49,3224.47,62.34,0
581,1,164.46,206,10.87,217.53,291.9,1052.82,20.32,1
582,3,266.85,534,15.88,235.42,140.13,896.27,66.31,1
583,2,130.35,196,9.11,30.84,186.8,3428.64,57.21,0
584,3,266.6,533,15.09,63.05,290.03,2863.5,33.89,1
585,2,226.67,340,14.02,88.66,14.19,3428.31,13.11,0
586,1,62.27,78,4,92.73,233.87,2679.65,70.7,0
587,1,233.87,292,14.12,235.28,74.16,2246.78,70.08,1
588,3,85.83,172,7.47,85.73,158.43,3062.64,18.52,1
589,2,295.6,443,6.52,162.14,259.73,521.56,70.22,1
590,1,54.01,68,8.69,62.55,61.44,3004.35,38.62,0
591,1,239.3,299,14.36,104.53,309.11,2308.88,46.46,1
592,3,275.03,550,11.37,194.4,20.51,3584.01,1.92,1
593,3,411.03,822,11.27,183.95,7.69,3190.92,55.9,1
594,3,164.13,328,6.5,66.56,349.54,3208.42,28.17,1
595,2,296.64,445,14.23,188.17,159.57,1906.95,25.97,1
596,1,211.04,264,8.79,29.63,43.56,2542.71,24.75,0
597,3,66.62,133,5.18,15.32,362.77,2637.75,57.5,1
598,1,178.63,223,12.01,300.13,174.24,2311.04,23.98,1
599,1,329.93,412,14.75,49.68,85.57,2492.47,50.68,0
600,1,329.24,412,3.98,99.31,331.61,328.76,63.06,1
601,2,457.65,686,9.09,40.47,141.26,2866.59,69.42,0
602,1,51,64,5.39,54.28,111.11,619.03,61.73,0
603,2,202.44,304,31.51,42.41,341.8,141.32,2.12,1
604,3,254.71,509,2.19,124.67,94.32,3537.05,31.85,0
605,1,397.27,497,4.91,47.74,176.11,2414.69,26.55,0
606,1,122.44,153,10.46,307.26,143.93,2930.92,59.03,1
607,1,188.36,235,14.64,130.59,148.61,3152.66,57.87,0
608,3,289.91,580,13.14,121.79,116.4,3166.97,61.75,0
609,2,302.24,453,6.16,37.43,272.65,1899.02,39.38,1
610,1,315.42,394,28.17,81.15,257.96,1255.48,54.55,1
611,2,315.51,473,10.36,148.86,348.46,1686.43,1.16,1
612,1,146.89,184,14,89.66,294.64,1538.8,42.04,0
613,1,316.1,395,18.13,388.69,35.92,2915.15,36.44,1
614,3,198.88,398,25.53,66.64,34.36,2393.79,34.92,1
615,3,191.09,382,15.64,366.63,254.68,160.81,2.3,1
616,1,458.02,573,9.41,43.78,181.89,1815.37,7.49,0
617,2,419.12,629,21.39,149.7,14.29,2258.71,50.69,0
618,2,419.78,630,3.99,143.73,253.61,554.76,11.67,1
619,2,75.32,113,6.43,87.62,350.02,3285.58,23.89,1
620,3,433.84,868,25.67,147.46,79.43,853.85,68.67,1
621,1,362.18,453,16.04,173.4,25.28,619.59,21.63,0
622,1,225.57,282,18.03,86.75,334.4,850.57,12.73,1
623,3,545.02,1090,8.02,50.49,241.01,178.92,6.61,1
624,1,367.78,460,10.05,117.09,190.78,474.33,31.03,1
625,2,280.25,420,14.59,75.33,296.15,949.73,5.93,1
626,1,151.46,189,9.46,110.97,303.9,1302.26,5.53,1
627,2,349.91,525,24.4,86.35,311.83,2916.25,15.96,1
628,3,397.2,794,14.39,187.42,300.68,3195.26,59.34,1
629,2,389.79,585,12.13,112.69,218.16,1934.63,31.76,0
630,2,89.28,134,10.44,158.87,98.75,2219.84,48.49,1
631,2,187.77,282,24.69,240.84,168.89,223.01,9.98,1
632,3,249.21,498,22.54,51.62,146.36,2077.45,68.37,1
633,1,233.08,291,12.71,70.44,290.45,1136.6,70.92,1
634,3,375.37,751,20.43,188.26,30.98,993.99,35.19,1
635,1,142.3,178,14.72,72.4,177.47,675.84,14.04,0
636,1,155.4,194,3.97,125.57,111.37,2059.26,38.49,0
637,1,160.12,200,4.71,172.26,90.7,1057.81,66.17,1
638,1,224.61,281,15.65,137.48,271.47,3130.12,55.32,1
639,3,283.82,568,13.49,151.05,10.53,3555.92,63.42,1
640,1,447.49,559,8.29,66.72,81.33,2745.77,32.76,1
641,3,253.25,507,6.2,64.8,276.21,1368.65,50.3,1
642,2,215.82,324,10.21,168.57,232.7,558.24,60.68,1
643,2,21.21,32,5.42,68.95,346.88,2639.25,13.91,1
644,1,14.43,18,6.42,23.99,136.78,2449.85,30.79,0
645,1,182.73,228,35.06,98.85,208.06,2397.02,37.71,1
646,3,405.88,812,10.52,37.37,40.99,1713.61,62.68,0
647,3,71.53,143,6.48,131.68,85.47,1829.46,41.77,0
648,2,94.83,142,36.1,69.62,244.13,647.53,19.82,1
649,1,351.51,439,23.51,9.27,230.32,472.84,2.4,1
650,2,248.72,373,7.53,532.46,311.24,1327.31,66.86,1
651,2,269.31,404,7.04,84.52,277.56,1890.84,0.32,1
652,3,70.85,142,7.89,121.5,119.41,2046.36,22.18,1
653,2,162.16,243,14.43,117.03,198.6,969.59,21.59,0
654,1,220.49,276,2.38,63.3,79.36,2111.35,62.4,0
655,2,123.51,185,29.26,469.28,31.86,1132.59,17.18,1
656,3,327.23,654,16.72,342.44,259.56,1905.77,44.71,0
657,3,269.07,538,17.91,43.6,55.43,1835.59,38.67,0
658,1,322.07,403,9.42,26.94,361.86,516.08,4.48,1
659,3,115.19,230,20.11,174.55,314.34,2370.67,53.51,1
660,1,396.3,495,38.68,8.55,248.14,801.71,54.74,1
661,2,124.76,187,11.56,52.77,179.51,1581.74,35.31,0
662,3,59.6,119,17.29,35.69,347.69,1226.15,65.62,1
663,1,463.15,579,23.15,174.52,284.68,1047.99,4.51,1
664,1,189.31,237,7.37,37.34,218.01,1741.64,51.55,0
665,1,495.45,619,22.17,134.79,38.18,735.77,20.66,0
666,2,279.79,420,21.14,70.03,254.92,175.97,43.78,1
667,3,225.43,451,29.45,85,174.8,3554.51,12.07,1
668,3,43.8,88,34.54,77.09,63.09,1072.19,51.58,1
669,1,284.87,356,21.75,10.07,166.06,2423.9,0.28,0
670,2,346.12,519,2.72,74.63,353.53,696.11,37.36,1
671,1,131.14,164,21.98,33.64,160.59,3035.84,38.34,0
672,1,244.59,306,4.69,29.31,325.53,3575.3,59.47,1
673,2,125.33,188,5.72,95.34,61.41,75.05,24.74,0
674,1,485.83,607,4.07,123.27,153.06,3427.59,30.49,0
675,1,447.37,559,17.78,23.61,67.59,795.66,1.09,0
676,1,375.89,470,6.14,94.42,341.55,3146.69,1.25,1
677,3,180.92,362,22.96,146.68,293.38,3249.08,51.02,1
678,3,373.59,747,14.19,81.67,36.08,547.02,12.46,0
679,2,150.12,225,6.86,55.58,153.91,2864.98,40.53,0
680,3,425.95,852,16.61,106.92,270,613.04,11.33,1
681,2,511.87,768,7.77,412.3,50.79,865.32,22.89,1
682,3,356.57,713,5.05,262.89,221.5,3160.95,36.39,0
683,2,343.13,515,9.44,221.84,65.51,1732.02,3.22,0
684,1,255.1,319,11.22,262.8,361.1,2146.57,62.42,1
685,2,95.66,143,5.62,31.06,74.59,3463.18,28.38,0
686,2,160.04,240,15.68,51.44,163.56,3249.3,2.21,0
687,1,255.35,319,9.71,71.16,232.88,1116.07,38.52,0
688,2,296.72,445,6.31,173.17,114.79,2014.67,63.19,1
689,1,415.4,519,19.01,62.01,144.68,497.38,40.5,0
690,1,129.2,162,4.03,25.5,126.68,3581.92,10.26,0
691,2,387.94,582,16.81,194.55,344.55,740.92,51.96,0
692,3,243.14,486,23.53,110.8,100.47,1643.43,20.25,1
693,1,157.87,197,15.19,9.88,149.46,2247.1,69.34,0
694,2,320.09,480,19.22,191.34,101.29,1702.05,45.25,1
695,1,428.71,536,5.43,236.36,112.85,3216.36,24.56,1
696,3,270.14,540,17.34,47.34,198.27,2144.23,55.88,0
697,2,354.3,531,14.84,61.81,25.79,937.07,39.28,1
698,1,357.48,447,22.7,294.58,70.59,1732.63,19.33,1
699,3,223.33,447,10.44,33.79,327.46,2821.51,58.86,1
700,1,297.84,372,9.68,187.69,16.55,1642.57,14.88,1
701,1,67.27,84,9.86,57.84,302.11,1782.38,57.43,1
702,1,134.84,169,17.7,83.13,231.97,1194.37,32.42,0
703,2,115.98,174,4.79,16.17,257.46,1355.62,52.16,1
704,2,180.59,271,25.29,155.87,29.86,146.62,18.72,1
705,2,32.18,48,14.36,11.55,186.14,286.81,18.38,0
706,3,210.46,421,12.46,25.46,302.53,366.5,62.29,1
707,3,290.49,581,10.73,241.16,275.8,3256.51,12.26,1
708,1,339.5,424,20.45,161.66,121.7,1523.85,40.44,1
709,1,446.36,558,18.61,120.23,278.48,353.93,8.9,1
710,1,376.55,471,34.12,99.92,332.34,2795.72,21.09,1
711,3,492.09,984,20.24,287.92,80.13,1227.17,62.65,1
712,1,337.12,421,23.65,343.94,363.17,2622.36,14.77,1
713,2,211.8,318,29.81,136.82,288.52,127.12,25.53,0
714,3,244.27,489,3.68,121.98,288.49,280.1,51.56,0
715,1,377.07,471,24.16,57.84,305.41,2113.08,47.52,1
716,3,49.86,100,16.81,98.62,99.85,2856.17,10.39,1
717,2,193.17,290,25.27,47.01,328.89,720.1,48.29,1
718,2,180.44,271,21.5,386.67,321.86,1347.39,16.64,1
719,1,101.83,127,22.16,15.52,322.87,1784.27,50.62,1
720,3,277.16,554,4.83,216.82,286.94,901.89,57.57,1
721,1,315.36,394,20.85,374.01,6,2029.03,56.29,1
722,3,396.99,794,6.6,43.34,284.28,1606.69,15.36,1
723,3,161.02,322,38.17,106.71,334.18,1518.08,3.88,1
724,2,389.47,584,6.03,25.39,65.16,475.81,17.27,1
725,1,447.95,560,34.87,23.94,213.81,1803.25,2.12,1
726,1,184.38,230,4.73,184.15,44.92,1784.87,2.33,1
727,1,203.89,255,8.92,169.12,314.74,2540.55,24.73,1
728,1,28,35,14.02,421.52,172.99,3229.56,26.17,1
729,3,503.12,1006,15.45,38.47,285.24,2890.73,51.37,0
730,1,103.42,129,7.31,183.29,95.49,138.2,5.3,1
731,2,118.34,178,8.42,34.94,302.89,3528.88,66.25,1
732,1,429.23,537,14.51,235.12,64.65,3527.59,15.76,1
733,1,304.78,381,4.3,42.38,263.16,2236.99,60.68,0
734,2,284.41,427,7.16,92.79,361.13,3258.84,50.07,1
735,2,372.14,558,20.97,158.58,156.56,638.73,0.13,0
736,2,461.17,692,23.35,45.78,127.61,943.34,15.98,1
737,1,275.01,344,6.38,105.72,6.13,666.61,8.79,0
738,3,399.08,798,8.79,52.09,83.77,2862.06,60.58,0
739,3,57.46,115,4.93,286.82,177.62,324.31,50.18,1
740,2,182.93,274,14.76,101.87,175.44,442.54,67.14,0
741,3,18.27,37,5.59,22.92,53.53,2134.88,45.69,0
742,1,250.04,313,24.31,54.55,52.89,3123.99,11.37,1
743,1,241.37,302,25.32,61.88,63.53,1873.97,9.45,1
744,1,191.37,239,6.84,44.66,73.66,2847.82,1.22,0
745,3,206,412,16.87,58.09,191.69,886.82,66.09,0
746,3,443.45,887,13.51,22.92,53.76,3592.44,54.31,0
747,2,151.79,228,13.34,23.2,298.04,2636.64,13.98,1
748,3,81.45,163,5.94,23.55,291.2,469.1,47.26,1
749,2,335.44,503,13.76,74.33,290.08,1249.03,8.87,1
750,3,17.78,36,6.46,18.3,132.68,2930.93,46.54,0
751,2,317.95,477,30.45,155.36,105.47,578.91,40.69,1
752,1,257.05,321,9.14,36.64,81.98,843.23,68.8,1
753,1,54.78,68,12.29,117.85,260.89,2750.38,10.64,1
754,1,275.4,344,27.88,63.56,150.17,234.95,12.03,1
755,2,234.13,351,23.13,75.87,194.59,1999.65,22.61,1
756,2,427.68,642,18.3,108.74,249.57,2808.79,68.71,1
757,1,234.24,293,4.9,31.53,346.71,1464.63,55.92,1
758,1,336.25,420,16.63,75.55,30.24,1888.16,0.98,0
759,2,301.46,452,10.7,125.66,355.48,1585.61,57.79,1
760,3,372.42,745,4.17,153.29,246.17,2798.6,69.94,1
761,1,255,319,16.28,279.74,262.26,2538.23,61.69,1
762,3,42.37,85,16.07,66.17,229.28,1929.1,18.44,1
763,3,372.7,745,6.23,80.17,236.64,2967.07,13.54,0
764,1,239.2,299,6.87,105.87,261.43,88.83,66.7,1
765,3,139.43,279,6.64,18.78,278.59,2703.62,52.59,1
766,3,503.76,1008,8.84,349.52,166.9,1488.86,46.33,1
767,2,62.08,93,22.75,143.33,350.23,3340.74,37.39,1
768,2,45.39,68,4.38,80.42,65.92,1701.12,10.94,0
769,3,122.97,246,16.1,82.23,141.36,1909.88,55.55,1
770,3,380.12,760,17.47,237.28,163.45,289.47,23.31,1
771,2,294,441,1.1,169.23,307.54,566.84,16.97,1
772,2,201.22,302,9.13,37.37,198.54,2749.13,28.27,0
773,1,182.57,228,29.14,45.46,174.88,2162.28,25.89,1
774,1,228.66,286,31.44,97.9,137.39,3518.61,28.36,1
775,3,58.93,118,9.27,252.76,115.34,3540.69,9.06,1
776,1,155.99,195,14.98,76.43,344.43,1312.09,45.65,1
777,3,63.33,127,7.55,95.04,196.34,3361.73,34.73,0
778,2,176.31,264,2.09,33.89,69.01,2306.44,20.06,0
779,2,301.62,452,3.5,251.11,277.36,3321.18,41.71,1
780,3,291.61,583,7.31,314.58,24.78,3283.57,51.23,1
781,2,192.98,289,11.14,5.78,262.52,56.81,12.64,1
782,3,136.97,274,32,13.14,27.37,3387.3,68.5,1
783,1,183.48,229,18.26,101.03,114.64,679,8.67,0
784,3,7.84,16,10.87,167.69,203.85,3460.5,68.74,1
785,3,95.36,191,5.19,34.59,335.15,2985.81,42.33,1
786,3,24.12,48,40.7,122.94,262.64,1035.67,69.88,1
787,1,289.13,361,17.97,118.28,315.42,778.69,40.12,1
788,2,114.5,172,20.79,201.43,338.31,718.18,66.46,0
789,3,278.66,557,3.49,122.85,336.17,2361.88,2.26,1
790,3,282.17,564,5.16,83.06,12.2,116.11,36.63,0
791,2,223.14,335,2.13,273.52,35.36,841.44,37.4,1
792,2,406.59,610,34.12,352.73,120.53,2337.74,27.67,1
793,3,226.8,454,23.35,86.9,274.86,1209.77,37.42,1
794,1,474.05,593,29.12,28.66,81.25,226.27,64.64,0
795,1,31.13,39,6.31,49.39,140.14,2143.15,58.18,0
796,3,26.08,52,29.38,134.91,140.07,196.13,59.03,1
797,2,261.33,392,1.85,727.57,54.77,800.64,62.66,1
798,3,48.86,98,15.27,149.51,75.89,407.78,50.16,0
799,3,136.52,273,12.37,163.64,279.09,2481.41,58.56,1
800,2,372.15,558,11.85,47.41,313.97,363.85,44.6,1
801,3,359.31,719,26.9,40.48,218.77,635.6,49.17,1
802,2,237.11,356,16.5,91.97,87.87,861.19,2.17,0
803,2,243.22,365,4.29,23.27,158.88,3083.07,18.76,0
804,2,147.07,221,11.75,93.67,116.43,3313.77,20.55,0
805,2,390.02,585,14.91,121.86,44.7,3476.85,5.63,1
806,2,294.25,441,8.9,50.22,276.15,1414.47,34.57,1
807,1,312.94,391,11.47,32.1,205.8,1104.5,37.96,0
808,3,457.13,914,18.03,40.54,271.3,2157.46,30.51,1
809,1,186.88,234,5.4,246.95,63.14,1547.26,61.33,1
810,2,343.38,515,5.19,214.99,8.38,2480.03,54.2,1
811,1,105.4,132,14.02,116.18,189.35,2879.21,0.9,1
812,3,129.69,259,22.6,29.45,11.17,2869.09,65.19,0
813,2,446.81,670,27.74,122.86,49.4,1430.26,14.75,1
814,2,391.39,587,34.4,68.64,361.32,2765.35,28.55,1
815,2,337.6,506,21.5,352.02,115.56,1451.33,6.23,1
816,2,308.82,463,15.38,58.41,105.08,3089.16,44.8,0
817,3,9.57,19,8.41,49.11,248.14,2503.5,22.78,1
818,3,375.72,751,11.85,102.7,355.5,1977.66,47.21,1
819,1,259.07,324,7.93,82.35,316.71,105.89,64.93,1
820,3,318.84,638,19.88,167.6,334.9,2212.04,64.67,1
821,1,364.1,455,28.39,12.69,229.57,3355.27,12.9,1
822,2,20.44,31,2.47,120.81,95.07,1721.56,51.61,0
823,2,169.07,254,22.7,6.27,316.4,170.53,13.7,1
824,1,260.18,325,6.19,84.81,236.19,1286.28,60.04,1
825,3,186.24,372,24.94,24.16,292.65,3495.27,58.56,1
826,2,117.86,177,4.85,67.52,43.79,1084.7,39.87,0
827,3,143.53,287,26.92,33.71,328.54,1298.06,35.54,1
828,1,143.67,180,21.26,302.14,347.59,3398.4,56.76,1
829,1,17.63,22,16.8,197.93,56.39,800.11,21.04,1
830,1,368.41,461,7.94,242.78,77.59,2348.73,66.39,1
831,1,221.92,277,2.95,35.07,338.6,544.17,35.34,0
832,2,347.4,521,20.58,34.17,312.21,1237.16,16.93,1
833,1,455.01,569,5.9,321.94,282.76,867.48,65.34,1
834,1,175.1,219,13.18,22.2,63.53,2933.67,38.28,0
835,3,391.91,784,3.91,131.96,14.78,2350.4,66.99,0
836,1,232.6,291,19.85,118.09,77.57,707.77,11.4,1
837,3,98.62,197,13.19,81.64,350.02,691.56,70.44,1
838,3,208.96,418,15.7,25.1,296.34,1375.43,28.68,1
839,3,178.8,358,31.99,78.79,302.79,2224,2.23,1
840,2,71.75,108,19.33,268.62,251.72,336.45,24.61,1
841,2,10.94,16,12.07,174.02,307.83,3526.42,24.34,1
842,1,473.17,591,9.15,64.3,202.24,1166.15,4.66,0
843,2,140.73,211,11.54,111.03,28.84,3026.23,0.4,0
844,3,106.67,213,20.1,67.33,333.79,1924.37,53.9,1
